,year,quarter,count,company_code,pub_code,,,,,,,,,
75,2013,4,0,souad,sfftftp,,,,,,,,,
76,2014,1,0,souad,sfftftp,,,,,,,,,
77,2014,2,0,souad,sfftftp,,,,,,,,,
78,2014,3,0,souad,sfftftp,,,,,,,,,
79,2014,4,0,souad,sfftftp,,,,,,,,,
80,2015,1,0,souad,sfftftp,,,,,,,,,
81,2015,2,0,souad,sfftftp,,,,,,,,,
82,2015,3,0,souad,sfftftp,,,,,,,,,
83,2015,4,0,souad,sfftftp,,,,,,,,,
84,2016,1,0,souad,sfftftp,,,,,,,,,
85,2016,2,0,souad,sfftftp,,,,,,,,,
86,2016,3,0,souad,sfftftp,,,,,,,,,
87,2016,4,0,souad,sfftftp,,,,,,,,,
88,2017,1,0,souad,sfftftp,,,,,,,,,
89,2017,2,0,souad,sfftftp,,,,,,,,,
90,2017,3,0,souad,sfftftp,,,,,,,,,
91,2017,4,0,souad,sfftftp,,,,,,,,,
92,2018,1,0,souad,sfftftp,,,,,,,,,
93,2018,2,0,souad,sfftftp,,,,,,,,,
94,2018,3,0,souad,sfftftp,,,,,,,,,
95,2018,4,0,souad,sfftftp,,,,,,,,,
96,2019,1,0,souad,sfftftp,,,,,,,,,
97,2019,2,0,souad,sfftftp,,,,,,,,,
98,2019,3,0,souad,sfftftp,,,,,,,,,
99,2019,4,0,souad,sfftftp,,,,,,,,,
100,2020,1,0,souad,sfftftp,,,,,,,,,
101,2020,2,0,souad,sfftftp,,,,,,,,,
0,1995,1,0,souad,sfsddzp,,,,,,,,,
1,1995,2,0,souad,sfsddzp,,,,,,,,,
2,1995,3,0,souad,sfsddzp,,,,,,,,,
3,1995,4,0,souad,sfsddzp,,,,,,,,,
4,1996,1,0,souad,sfsddzp,,,,,,,,,
5,1996,2,0,souad,sfsddzp,,,,,,,,,
6,1996,3,0,souad,sfsddzp,,,,,,,,,
7,1996,4,0,souad,sfsddzp,,,,,,,,,
8,1997,1,0,souad,sfsddzp,,,,,,,,,
9,1997,2,0,souad,sfsddzp,,,,,,,,,
10,1997,3,0,souad,sfsddzp,,,,,,,,,
11,1997,4,0,souad,sfsddzp,,,,,,,,,
12,1998,1,0,souad,sfsddzp,,,,,,,,,
13,1998,2,0,souad,sfsddzp,,,,,,,,,
14,1998,3,0,souad,sfsddzp,,,,,,,,,
15,1998,4,0,souad,sfsddzp,,,,,,,,,
16,1999,1,0,souad,sfsddzp,,,,,,,,,
17,1999,2,0,souad,sfsddzp,,,,,,,,,
18,1999,3,0,souad,sfsddzp,,,,,,,,,
19,1999,4,0,souad,sfsddzp,,,,,,,,,
20,2000,1,0,souad,sfsddzp,,,,,,,,,
21,2000,2,0,souad,sfsddzp,,,,,,,,,
22,2000,3,0,souad,sfsddzp,,,,,,,,,
23,2000,4,0,souad,sfsddzp,,,,,,,,,
24,2001,1,0,souad,sfsddzp,,,,,,,,,
25,2001,2,0,souad,sfsddzp,,,,,,,,,
26,2001,3,0,souad,sfsddzp,,,,,,,,,
27,2001,4,0,souad,sfsddzp,,,,,,,,,
28,2002,1,0,souad,sfsddzp,,,,,,,,,
29,2002,2,0,souad,sfsddzp,,,,,,,,,
30,2002,3,0,souad,sfsddzp,,,,,,,,,
31,2002,4,0,souad,sfsddzp,,,,,,,,,
32,2003,1,0,souad,sfsddzp,,,,,,,,,
33,2003,2,0,souad,sfsddzp,,,,,,,,,
34,2003,3,0,souad,sfsddzp,,,,,,,,,
35,2003,4,0,souad,sfsddzp,,,,,,,,,
36,2004,1,0,souad,sfsddzp,,,,,,,,,
37,2004,2,0,souad,sfsddzp,,,,,,,,,
38,2004,3,0,souad,sfsddzp,,,,,,,,,
39,2004,4,0,souad,sfsddzp,,,,,,,,,
40,2005,1,0,souad,sfsddzp,,,,,,,,,
41,2005,2,0,souad,sfsddzp,,,,,,,,,
42,2005,3,0,souad,sfsddzp,,,,,,,,,
43,2005,4,0,souad,sfsddzp,,,,,,,,,
44,2006,1,0,souad,sfsddzp,,,,,,,,,
45,2006,2,0,souad,sfsddzp,,,,,,,,,
46,2006,3,0,souad,sfsddzp,,,,,,,,,
47,2006,4,0,souad,sfsddzp,,,,,,,,,
48,2007,1,0,souad,sfsddzp,,,,,,,,,
49,2007,2,0,souad,sfsddzp,,,,,,,,,
50,2007,3,0,souad,sfsddzp,,,,,,,,,
51,2007,4,0,souad,sfsddzp,,,,,,,,,
52,2008,1,0,souad,sfsddzp,,,,,,,,,
53,2008,2,0,souad,sfsddzp,,,,,,,,,
54,2008,3,0,souad,sfsddzp,,,,,,,,,
55,2008,4,0,souad,sfsddzp,,,,,,,,,
56,2009,1,0,souad,sfsddzp,,,,,,,,,
57,2009,2,0,souad,sfsddzp,,,,,,,,,
58,2009,3,0,souad,sfsddzp,,,,,,,,,
59,2009,4,0,souad,sfsddzp,,,,,,,,,
60,2010,1,0,souad,sfsddzp,,,,,,,,,
61,2010,2,0,souad,sfsddzp,,,,,,,,,
62,2010,3,0,souad,sfsddzp,,,,,,,,,
63,2010,4,0,souad,sfsddzp,,,,,,,,,
64,2011,1,0,souad,sfsddzp,,,,,,,,,
65,2011,2,0,souad,sfsddzp,,,,,,,,,
66,2011,3,0,souad,sfsddzp,,,,,,,,,
67,2011,4,0,souad,sfsddzp,,,,,,,,,
68,2012,1,0,souad,sfsddzp,,,,,,,,,
69,2012,2,0,souad,sfsddzp,,,,,,,,,
70,2012,3,0,souad,sfsddzp,,,,,,,,,
71,2012,4,0,souad,sfsddzp,,,,,,,,,
72,2013,1,0,souad,sfsddzp,,,,,,,,,
73,2013,2,0,souad,sfsddzp,,,,,,,,,
74,2013,3,0,souad,sfsddzp,,,,,,,,,
75,2013,4,0,souad,sfsddzp,,,,,,,,,
76,2014,1,0,souad,sfsddzp,,,,,,,,,
77,2014,2,0,souad,sfsddzp,,,,,,,,,
78,2014,3,0,souad,sfsddzp,,,,,,,,,
79,2014,4,0,souad,sfsddzp,,,,,,,,,
80,2015,1,0,souad,sfsddzp,,,,,,,,,
81,2015,2,0,souad,sfsddzp,,,,,,,,,
82,2015,3,0,souad,sfsddzp,,,,,,,,,
83,2015,4,0,souad,sfsddzp,,,,,,,,,
84,2016,1,0,souad,sfsddzp,,,,,,,,,
85,2016,2,0,souad,sfsddzp,,,,,,,,,
86,2016,3,0,souad,sfsddzp,,,,,,,,,
87,2016,4,0,souad,sfsddzp,,,,,,,,,
88,2017,1,0,souad,sfsddzp,,,,,,,,,
89,2017,2,0,souad,sfsddzp,,,,,,,,,
90,2017,3,0,souad,sfsddzp,,,,,,,,,
91,2017,4,0,souad,sfsddzp,,,,,,,,,
92,2018,1,0,souad,sfsddzp,,,,,,,,,
93,2018,2,0,souad,sfsddzp,,,,,,,,,
94,2018,3,0,souad,sfsddzp,,,,,,,,,
95,2018,4,0,souad,sfsddzp,,,,,,,,,
96,2019,1,0,souad,sfsddzp,,,,,,,,,
97,2019,2,0,souad,sfsddzp,,,,,,,,,
98,2019,3,0,souad,sfsddzp,,,,,,,,,
99,2019,4,0,souad,sfsddzp,,,,,,,,,
100,2020,1,0,souad,sfsddzp,,,,,,,,,
101,2020,2,0,souad,sfsddzp,,,,,,,,,
0,1995,1,0,souad,sfcordesp,,,,,,,,,
1,1995,2,0,souad,sfcordesp,,,,,,,,,
2,1995,3,0,souad,sfcordesp,,,,,,,,,
3,1995,4,0,souad,sfcordesp,,,,,,,,,
4,1996,1,0,souad,sfcordesp,,,,,,,,,
5,1996,2,0,souad,sfcordesp,,,,,,,,,
6,1996,3,0,souad,sfcordesp,,,,,,,,,
7,1996,4,0,souad,sfcordesp,,,,,,,,,
8,1997,1,0,souad,sfcordesp,,,,,,,,,
9,1997,2,0,souad,sfcordesp,,,,,,,,,
10,1997,3,0,souad,sfcordesp,,,,,,,,,
11,1997,4,0,souad,sfcordesp,,,,,,,,,
12,1998,1,0,souad,sfcordesp,,,,,,,,,
13,1998,2,0,souad,sfcordesp,,,,,,,,,
14,1998,3,0,souad,sfcordesp,,,,,,,,,
15,1998,4,0,souad,sfcordesp,,,,,,,,,
16,1999,1,0,souad,sfcordesp,,,,,,,,,
17,1999,2,0,souad,sfcordesp,,,,,,,,,
18,1999,3,0,souad,sfcordesp,,,,,,,,,
19,1999,4,0,souad,sfcordesp,,,,,,,,,
20,2000,1,0,souad,sfcordesp,,,,,,,,,
21,2000,2,0,souad,sfcordesp,,,,,,,,,
22,2000,3,0,souad,sfcordesp,,,,,,,,,
23,2000,4,0,souad,sfcordesp,,,,,,,,,
24,2001,1,0,souad,sfcordesp,,,,,,,,,
25,2001,2,0,souad,sfcordesp,,,,,,,,,
26,2001,3,0,souad,sfcordesp,,,,,,,,,
27,2001,4,0,souad,sfcordesp,,,,,,,,,
28,2002,1,0,souad,sfcordesp,,,,,,,,,
29,2002,2,0,souad,sfcordesp,,,,,,,,,
30,2002,3,0,souad,sfcordesp,,,,,,,,,
31,2002,4,0,souad,sfcordesp,,,,,,,,,
32,2003,1,0,souad,sfcordesp,,,,,,,,,
33,2003,2,0,souad,sfcordesp,,,,,,,,,
34,2003,3,0,souad,sfcordesp,,,,,,,,,
35,2003,4,0,souad,sfcordesp,,,,,,,,,
36,2004,1,0,souad,sfcordesp,,,,,,,,,
37,2004,2,0,souad,sfcordesp,,,,,,,,,
38,2004,3,0,souad,sfcordesp,,,,,,,,,
39,2004,4,0,souad,sfcordesp,,,,,,,,,
40,2005,1,0,souad,sfcordesp,,,,,,,,,
41,2005,2,0,souad,sfcordesp,,,,,,,,,
42,2005,3,0,souad,sfcordesp,,,,,,,,,
43,2005,4,0,souad,sfcordesp,,,,,,,,,
44,2006,1,0,souad,sfcordesp,,,,,,,,,
45,2006,2,0,souad,sfcordesp,,,,,,,,,
46,2006,3,0,souad,sfcordesp,,,,,,,,,
47,2006,4,0,souad,sfcordesp,,,,,,,,,
48,2007,1,0,souad,sfcordesp,,,,,,,,,
49,2007,2,0,souad,sfcordesp,,,,,,,,,
50,2007,3,0,souad,sfcordesp,,,,,,,,,
51,2007,4,0,souad,sfcordesp,,,,,,,,,
52,2008,1,0,souad,sfcordesp,,,,,,,,,
53,2008,2,0,souad,sfcordesp,,,,,,,,,
54,2008,3,0,souad,sfcordesp,,,,,,,,,
55,2008,4,0,souad,sfcordesp,,,,,,,,,
56,2009,1,0,souad,sfcordesp,,,,,,,,,
57,2009,2,0,souad,sfcordesp,,,,,,,,,
58,2009,3,0,souad,sfcordesp,,,,,,,,,
59,2009,4,0,souad,sfcordesp,,,,,,,,,
60,2010,1,0,souad,sfcordesp,,,,,,,,,
61,2010,2,0,souad,sfcordesp,,,,,,,,,
62,2010,3,0,souad,sfcordesp,,,,,,,,,
63,2010,4,0,souad,sfcordesp,,,,,,,,,
64,2011,1,0,souad,sfcordesp,,,,,,,,,
65,2011,2,0,souad,sfcordesp,,,,,,,,,
66,2011,3,0,souad,sfcordesp,,,,,,,,,
67,2011,4,0,souad,sfcordesp,,,,,,,,,
68,2012,1,0,souad,sfcordesp,,,,,,,,,
69,2012,2,0,souad,sfcordesp,,,,,,,,,
70,2012,3,0,souad,sfcordesp,,,,,,,,,
71,2012,4,0,souad,sfcordesp,,,,,,,,,
72,2013,1,0,souad,sfcordesp,,,,,,,,,
73,2013,2,0,souad,sfcordesp,,,,,,,,,
74,2013,3,0,souad,sfcordesp,,,,,,,,,
75,2013,4,0,souad,sfcordesp,,,,,,,,,
76,2014,1,0,souad,sfcordesp,,,,,,,,,
77,2014,2,0,souad,sfcordesp,,,,,,,,,
78,2014,3,0,souad,sfcordesp,,,,,,,,,
79,2014,4,0,souad,sfcordesp,,,,,,,,,
80,2015,1,0,souad,sfcordesp,,,,,,,,,
81,2015,2,0,souad,sfcordesp,,,,,,,,,
82,2015,3,0,souad,sfcordesp,,,,,,,,,
83,2015,4,0,souad,sfcordesp,,,,,,,,,
84,2016,1,0,souad,sfcordesp,,,,,,,,,
85,2016,2,0,souad,sfcordesp,,,,,,,,,
86,2016,3,0,souad,sfcordesp,,,,,,,,,
87,2016,4,0,souad,sfcordesp,,,,,,,,,
88,2017,1,0,souad,sfcordesp,,,,,,,,,
89,2017,2,0,souad,sfcordesp,,,,,,,,,
90,2017,3,0,souad,sfcordesp,,,,,,,,,
91,2017,4,0,souad,sfcordesp,,,,,,,,,
92,2018,1,0,souad,sfcordesp,,,,,,,,,
93,2018,2,0,souad,sfcordesp,,,,,,,,,
94,2018,3,0,souad,sfcordesp,,,,,,,,,
95,2018,4,0,souad,sfcordesp,,,,,,,,,
96,2019,1,0,souad,sfcordesp,,,,,,,,,
97,2019,2,0,souad,sfcordesp,,,,,,,,,
98,2019,3,0,souad,sfcordesp,,,,,,,,,
99,2019,4,0,souad,sfcordesp,,,,,,,,,
100,2020,1,0,souad,sfcordesp,,,,,,,,,
101,2020,2,0,souad,sfcordesp,,,,,,,,,
0,1995,1,0,souad,sfelpaisp,,,,,,,,,
1,1995,2,0,souad,sfelpaisp,,,,,,,,,
2,1995,3,0,souad,sfelpaisp,,,,,,,,,
3,1995,4,0,souad,sfelpaisp,,,,,,,,,
4,1996,1,0,souad,sfelpaisp,,,,,,,,,
5,1996,2,0,souad,sfelpaisp,,,,,,,,,
6,1996,3,0,souad,sfelpaisp,,,,,,,,,
7,1996,4,0,souad,sfelpaisp,,,,,,,,,
8,1997,1,0,souad,sfelpaisp,,,,,,,,,
9,1997,2,0,souad,sfelpaisp,,,,,,,,,
10,1997,3,0,souad,sfelpaisp,,,,,,,,,
11,1997,4,0,souad,sfelpaisp,,,,,,,,,
12,1998,1,0,souad,sfelpaisp,,,,,,,,,
13,1998,2,0,souad,sfelpaisp,,,,,,,,,
14,1998,3,0,souad,sfelpaisp,,,,,,,,,
15,1998,4,0,souad,sfelpaisp,,,,,,,,,
16,1999,1,0,souad,sfelpaisp,,,,,,,,,
17,1999,2,0,souad,sfelpaisp,,,,,,,,,
18,1999,3,0,souad,sfelpaisp,,,,,,,,,
19,1999,4,0,souad,sfelpaisp,,,,,,,,,
20,2000,1,0,souad,sfelpaisp,,,,,,,,,
21,2000,2,0,souad,sfelpaisp,,,,,,,,,
22,2000,3,0,souad,sfelpaisp,,,,,,,,,
23,2000,4,0,souad,sfelpaisp,,,,,,,,,
24,2001,1,0,souad,sfelpaisp,,,,,,,,,
25,2001,2,0,souad,sfelpaisp,,,,,,,,,
26,2001,3,0,souad,sfelpaisp,,,,,,,,,
27,2001,4,0,souad,sfelpaisp,,,,,,,,,
28,2002,1,0,souad,sfelpaisp,,,,,,,,,
29,2002,2,0,souad,sfelpaisp,,,,,,,,,
30,2002,3,0,souad,sfelpaisp,,,,,,,,,
31,2002,4,0,souad,sfelpaisp,,,,,,,,,
32,2003,1,0,souad,sfelpaisp,,,,,,,,,
33,2003,2,0,souad,sfelpaisp,,,,,,,,,
34,2003,3,0,souad,sfelpaisp,,,,,,,,,
35,2003,4,0,souad,sfelpaisp,,,,,,,,,
36,2004,1,0,souad,sfelpaisp,,,,,,,,,
37,2004,2,0,souad,sfelpaisp,,,,,,,,,
38,2004,3,0,souad,sfelpaisp,,,,,,,,,
39,2004,4,0,souad,sfelpaisp,,,,,,,,,
40,2005,1,0,souad,sfelpaisp,,,,,,,,,
41,2005,2,0,souad,sfelpaisp,,,,,,,,,
42,2005,3,0,souad,sfelpaisp,,,,,,,,,
43,2005,4,0,souad,sfelpaisp,,,,,,,,,
44,2006,1,0,souad,sfelpaisp,,,,,,,,,
45,2006,2,0,souad,sfelpaisp,,,,,,,,,
46,2006,3,0,souad,sfelpaisp,,,,,,,,,
47,2006,4,0,souad,sfelpaisp,,,,,,,,,
48,2007,1,0,souad,sfelpaisp,,,,,,,,,
49,2007,2,0,souad,sfelpaisp,,,,,,,,,
50,2007,3,0,souad,sfelpaisp,,,,,,,,,
51,2007,4,0,souad,sfelpaisp,,,,,,,,,
52,2008,1,0,souad,sfelpaisp,,,,,,,,,
53,2008,2,0,souad,sfelpaisp,,,,,,,,,
54,2008,3,0,souad,sfelpaisp,,,,,,,,,
55,2008,4,0,souad,sfelpaisp,,,,,,,,,
56,2009,1,0,souad,sfelpaisp,,,,,,,,,
57,2009,2,0,souad,sfelpaisp,,,,,,,,,
58,2009,3,0,souad,sfelpaisp,,,,,,,,,
59,2009,4,0,souad,sfelpaisp,,,,,,,,,
60,2010,1,0,souad,sfelpaisp,,,,,,,,,
61,2010,2,0,souad,sfelpaisp,,,,,,,,,
62,2010,3,0,souad,sfelpaisp,,,,,,,,,
63,2010,4,0,souad,sfelpaisp,,,,,,,,,
64,2011,1,0,souad,sfelpaisp,,,,,,,,,
65,2011,2,0,souad,sfelpaisp,,,,,,,,,
66,2011,3,0,souad,sfelpaisp,,,,,,,,,
67,2011,4,0,souad,sfelpaisp,,,,,,,,,
68,2012,1,0,souad,sfelpaisp,,,,,,,,,
69,2012,2,0,souad,sfelpaisp,,,,,,,,,
70,2012,3,0,souad,sfelpaisp,,,,,,,,,
71,2012,4,0,souad,sfelpaisp,,,,,,,,,
72,2013,1,0,souad,sfelpaisp,,,,,,,,,
73,2013,2,0,souad,sfelpaisp,,,,,,,,,
74,2013,3,0,souad,sfelpaisp,,,,,,,,,
75,2013,4,0,souad,sfelpaisp,,,,,,,,,
76,2014,1,0,souad,sfelpaisp,,,,,,,,,
77,2014,2,0,souad,sfelpaisp,,,,,,,,,
78,2014,3,0,souad,sfelpaisp,,,,,,,,,
79,2014,4,0,souad,sfelpaisp,,,,,,,,,
80,2015,1,0,souad,sfelpaisp,,,,,,,,,
81,2015,2,0,souad,sfelpaisp,,,,,,,,,
82,2015,3,0,souad,sfelpaisp,,,,,,,,,
83,2015,4,0,souad,sfelpaisp,,,,,,,,,
84,2016,1,0,souad,sfelpaisp,,,,,,,,,
85,2016,2,0,souad,sfelpaisp,,,,,,,,,
86,2016,3,0,souad,sfelpaisp,,,,,,,,,
87,2016,4,0,souad,sfelpaisp,,,,,,,,,
88,2017,1,0,souad,sfelpaisp,,,,,,,,,
89,2017,2,0,souad,sfelpaisp,,,,,,,,,
90,2017,3,0,souad,sfelpaisp,,,,,,,,,
91,2017,4,0,souad,sfelpaisp,,,,,,,,,
92,2018,1,0,souad,sfelpaisp,,,,,,,,,
93,2018,2,0,souad,sfelpaisp,,,,,,,,,
94,2018,3,0,souad,sfelpaisp,,,,,,,,,
95,2018,4,0,souad,sfelpaisp,,,,,,,,,
96,2019,1,0,souad,sfelpaisp,,,,,,,,,
97,2019,2,0,souad,sfelpaisp,,,,,,,,,
98,2019,3,0,souad,sfelpaisp,,,,,,,,,
99,2019,4,0,souad,sfelpaisp,,,,,,,,,
100,2020,1,0,souad,sfelpaisp,,,,,,,,,
101,2020,2,0,souad,sfelpaisp,,,,,,,,,
0,1995,1,0,souad,sffigarop,,,,,,,,,
1,1995,2,0,souad,sffigarop,,,,,,,,,
2,1995,3,0,souad,sffigarop,,,,,,,,,
3,1995,4,0,souad,sffigarop,,,,,,,,,
4,1996,1,0,souad,sffigarop,,,,,,,,,
5,1996,2,0,souad,sffigarop,,,,,,,,,
6,1996,3,0,souad,sffigarop,,,,,,,,,
7,1996,4,0,souad,sffigarop,,,,,,,,,
8,1997,1,0,souad,sffigarop,,,,,,,,,
9,1997,2,0,souad,sffigarop,,,,,,,,,
10,1997,3,0,souad,sffigarop,,,,,,,,,
11,1997,4,0,souad,sffigarop,,,,,,,,,
12,1998,1,0,souad,sffigarop,,,,,,,,,
13,1998,2,0,souad,sffigarop,,,,,,,,,
14,1998,3,0,souad,sffigarop,,,,,,,,,
15,1998,4,0,souad,sffigarop,,,,,,,,,
16,1999,1,0,souad,sffigarop,,,,,,,,,
17,1999,2,0,souad,sffigarop,,,,,,,,,
18,1999,3,0,souad,sffigarop,,,,,,,,,
19,1999,4,0,souad,sffigarop,,,,,,,,,
20,2000,1,0,souad,sffigarop,,,,,,,,,
21,2000,2,0,souad,sffigarop,,,,,,,,,
22,2000,3,0,souad,sffigarop,,,,,,,,,
23,2000,4,0,souad,sffigarop,,,,,,,,,
24,2001,1,0,souad,sffigarop,,,,,,,,,
25,2001,2,0,souad,sffigarop,,,,,,,,,
26,2001,3,0,souad,sffigarop,,,,,,,,,
27,2001,4,0,souad,sffigarop,,,,,,,,,
28,2002,1,0,souad,sffigarop,,,,,,,,,
29,2002,2,0,souad,sffigarop,,,,,,,,,
30,2002,3,0,souad,sffigarop,,,,,,,,,
31,2002,4,0,souad,sffigarop,,,,,,,,,
32,2003,1,0,souad,sffigarop,,,,,,,,,
33,2003,2,0,souad,sffigarop,,,,,,,,,
34,2003,3,0,souad,sffigarop,,,,,,,,,
35,2003,4,0,souad,sffigarop,,,,,,,,,
36,2004,1,0,souad,sffigarop,,,,,,,,,
37,2004,2,0,souad,sffigarop,,,,,,,,,
38,2004,3,0,souad,sffigarop,,,,,,,,,
39,2004,4,0,souad,sffigarop,,,,,,,,,
40,2005,1,0,souad,sffigarop,,,,,,,,,
41,2005,2,0,souad,sffigarop,,,,,,,,,
42,2005,3,0,souad,sffigarop,,,,,,,,,
43,2005,4,0,souad,sffigarop,,,,,,,,,
44,2006,1,0,souad,sffigarop,,,,,,,,,
45,2006,2,0,souad,sffigarop,,,,,,,,,
46,2006,3,0,souad,sffigarop,,,,,,,,,
47,2006,4,0,souad,sffigarop,,,,,,,,,
48,2007,1,0,souad,sffigarop,,,,,,,,,
49,2007,2,0,souad,sffigarop,,,,,,,,,
50,2007,3,0,souad,sffigarop,,,,,,,,,
51,2007,4,0,souad,sffigarop,,,,,,,,,
52,2008,1,0,souad,sffigarop,,,,,,,,,
53,2008,2,0,souad,sffigarop,,,,,,,,,
54,2008,3,0,souad,sffigarop,,,,,,,,,
55,2008,4,0,souad,sffigarop,,,,,,,,,
56,2009,1,0,souad,sffigarop,,,,,,,,,
57,2009,2,0,souad,sffigarop,,,,,,,,,
58,2009,3,0,souad,sffigarop,,,,,,,,,
59,2009,4,0,souad,sffigarop,,,,,,,,,
60,2010,1,0,souad,sffigarop,,,,,,,,,
61,2010,2,0,souad,sffigarop,,,,,,,,,
62,2010,3,0,souad,sffigarop,,,,,,,,,
63,2010,4,0,souad,sffigarop,,,,,,,,,
64,2011,1,0,souad,sffigarop,,,,,,,,,
65,2011,2,0,souad,sffigarop,,,,,,,,,
66,2011,3,0,souad,sffigarop,,,,,,,,,
67,2011,4,0,souad,sffigarop,,,,,,,,,
68,2012,1,0,souad,sffigarop,,,,,,,,,
69,2012,2,0,souad,sffigarop,,,,,,,,,
70,2012,3,0,souad,sffigarop,,,,,,,,,
71,2012,4,0,souad,sffigarop,,,,,,,,,
72,2013,1,0,souad,sffigarop,,,,,,,,,
73,2013,2,0,souad,sffigarop,,,,,,,,,
74,2013,3,0,souad,sffigarop,,,,,,,,,
75,2013,4,0,souad,sffigarop,,,,,,,,,
76,2014,1,0,souad,sffigarop,,,,,,,,,
77,2014,2,0,souad,sffigarop,,,,,,,,,
78,2014,3,0,souad,sffigarop,,,,,,,,,
79,2014,4,0,souad,sffigarop,,,,,,,,,
80,2015,1,0,souad,sffigarop,,,,,,,,,
81,2015,2,0,souad,sffigarop,,,,,,,,,
82,2015,3,0,souad,sffigarop,,,,,,,,,
83,2015,4,0,souad,sffigarop,,,,,,,,,
84,2016,1,0,souad,sffigarop,,,,,,,,,
85,2016,2,0,souad,sffigarop,,,,,,,,,
86,2016,3,0,souad,sffigarop,,,,,,,,,
87,2016,4,0,souad,sffigarop,,,,,,,,,
88,2017,1,0,souad,sffigarop,,,,,,,,,
89,2017,2,0,souad,sffigarop,,,,,,,,,
90,2017,3,0,souad,sffigarop,,,,,,,,,
91,2017,4,0,souad,sffigarop,,,,,,,,,
92,2018,1,0,souad,sffigarop,,,,,,,,,
93,2018,2,0,souad,sffigarop,,,,,,,,,
94,2018,3,0,souad,sffigarop,,,,,,,,,
95,2018,4,0,souad,sffigarop,,,,,,,,,
96,2019,1,0,souad,sffigarop,,,,,,,,,
97,2019,2,0,souad,sffigarop,,,,,,,,,
98,2019,3,0,souad,sffigarop,,,,,,,,,
99,2019,4,0,souad,sffigarop,,,,,,,,,
100,2020,1,0,souad,sffigarop,,,,,,,,,
101,2020,2,0,souad,sffigarop,,,,,,,,,
0,1995,1,0,souad,sfmaip,,,,,,,,,
1,1995,2,0,souad,sfmaip,,,,,,,,,
2,1995,3,0,souad,sfmaip,,,,,,,,,
3,1995,4,0,souad,sfmaip,,,,,,,,,
4,1996,1,0,souad,sfmaip,,,,,,,,,
5,1996,2,0,souad,sfmaip,,,,,,,,,
6,1996,3,0,souad,sfmaip,,,,,,,,,
7,1996,4,0,souad,sfmaip,,,,,,,,,
8,1997,1,0,souad,sfmaip,,,,,,,,,
9,1997,2,0,souad,sfmaip,,,,,,,,,
10,1997,3,0,souad,sfmaip,,,,,,,,,
11,1997,4,0,souad,sfmaip,,,,,,,,,
12,1998,1,0,souad,sfmaip,,,,,,,,,
13,1998,2,0,souad,sfmaip,,,,,,,,,
14,1998,3,0,souad,sfmaip,,,,,,,,,
15,1998,4,0,souad,sfmaip,,,,,,,,,
16,1999,1,0,souad,sfmaip,,,,,,,,,
17,1999,2,0,souad,sfmaip,,,,,,,,,
18,1999,3,0,souad,sfmaip,,,,,,,,,
19,1999,4,0,souad,sfmaip,,,,,,,,,
20,2000,1,0,souad,sfmaip,,,,,,,,,
21,2000,2,0,souad,sfmaip,,,,,,,,,
22,2000,3,0,souad,sfmaip,,,,,,,,,
23,2000,4,0,souad,sfmaip,,,,,,,,,
24,2001,1,0,souad,sfmaip,,,,,,,,,
25,2001,2,0,souad,sfmaip,,,,,,,,,
26,2001,3,0,souad,sfmaip,,,,,,,,,
27,2001,4,0,souad,sfmaip,,,,,,,,,
28,2002,1,0,souad,sfmaip,,,,,,,,,
29,2002,2,0,souad,sfmaip,,,,,,,,,
30,2002,3,0,souad,sfmaip,,,,,,,,,
31,2002,4,0,souad,sfmaip,,,,,,,,,
32,2003,1,0,souad,sfmaip,,,,,,,,,
33,2003,2,0,souad,sfmaip,,,,,,,,,
34,2003,3,0,souad,sfmaip,,,,,,,,,
35,2003,4,0,souad,sfmaip,,,,,,,,,
36,2004,1,0,souad,sfmaip,,,,,,,,,
37,2004,2,0,souad,sfmaip,,,,,,,,,
38,2004,3,0,souad,sfmaip,,,,,,,,,
39,2004,4,0,souad,sfmaip,,,,,,,,,
40,2005,1,0,souad,sfmaip,,,,,,,,,
41,2005,2,0,souad,sfmaip,,,,,,,,,
42,2005,3,0,souad,sfmaip,,,,,,,,,
43,2005,4,0,souad,sfmaip,,,,,,,,,
44,2006,1,0,souad,sfmaip,,,,,,,,,
45,2006,2,0,souad,sfmaip,,,,,,,,,
46,2006,3,0,souad,sfmaip,,,,,,,,,
47,2006,4,0,souad,sfmaip,,,,,,,,,
48,2007,1,0,souad,sfmaip,,,,,,,,,
49,2007,2,0,souad,sfmaip,,,,,,,,,
50,2007,3,0,souad,sfmaip,,,,,,,,,
51,2007,4,0,souad,sfmaip,,,,,,,,,
52,2008,1,0,souad,sfmaip,,,,,,,,,
53,2008,2,0,souad,sfmaip,,,,,,,,,
54,2008,3,0,souad,sfmaip,,,,,,,,,
55,2008,4,0,souad,sfmaip,,,,,,,,,
56,2009,1,0,souad,sfmaip,,,,,,,,,
57,2009,2,0,souad,sfmaip,,,,,,,,,
58,2009,3,0,souad,sfmaip,,,,,,,,,
59,2009,4,0,souad,sfmaip,,,,,,,,,
60,2010,1,0,souad,sfmaip,,,,,,,,,
61,2010,2,0,souad,sfmaip,,,,,,,,,
62,2010,3,0,souad,sfmaip,,,,,,,,,
63,2010,4,0,souad,sfmaip,,,,,,,,,
64,2011,1,0,souad,sfmaip,,,,,,,,,
65,2011,2,0,souad,sfmaip,,,,,,,,,
66,2011,3,0,souad,sfmaip,,,,,,,,,
