,year,quarter,count,company_code,pub_code,,,,,,,,,
77,2014,2,0,natnnl,sfftftp,,,,,,,,,
78,2014,3,0,natnnl,sfftftp,,,,,,,,,
79,2014,4,0,natnnl,sfftftp,,,,,,,,,
80,2015,1,0,natnnl,sfftftp,,,,,,,,,
81,2015,2,0,natnnl,sfftftp,,,,,,,,,
82,2015,3,0,natnnl,sfftftp,,,,,,,,,
83,2015,4,0,natnnl,sfftftp,,,,,,,,,
84,2016,1,0,natnnl,sfftftp,,,,,,,,,
85,2016,2,0,natnnl,sfftftp,,,,,,,,,
86,2016,3,0,natnnl,sfftftp,,,,,,,,,
87,2016,4,0,natnnl,sfftftp,,,,,,,,,
88,2017,1,0,natnnl,sfftftp,,,,,,,,,
89,2017,2,0,natnnl,sfftftp,,,,,,,,,
90,2017,3,0,natnnl,sfftftp,,,,,,,,,
91,2017,4,0,natnnl,sfftftp,,,,,,,,,
92,2018,1,0,natnnl,sfftftp,,,,,,,,,
93,2018,2,0,natnnl,sfftftp,,,,,,,,,
94,2018,3,0,natnnl,sfftftp,,,,,,,,,
95,2018,4,0,natnnl,sfftftp,,,,,,,,,
96,2019,1,0,natnnl,sfftftp,,,,,,,,,
97,2019,2,0,natnnl,sfftftp,,,,,,,,,
98,2019,3,0,natnnl,sfftftp,,,,,,,,,
99,2019,4,0,natnnl,sfftftp,,,,,,,,,
100,2020,1,0,natnnl,sfftftp,,,,,,,,,
101,2020,2,0,natnnl,sfftftp,,,,,,,,,
0,1995,1,0,natnnl,sfsddzp,,,,,,,,,
1,1995,2,0,natnnl,sfsddzp,,,,,,,,,
2,1995,3,0,natnnl,sfsddzp,,,,,,,,,
3,1995,4,0,natnnl,sfsddzp,,,,,,,,,
4,1996,1,0,natnnl,sfsddzp,,,,,,,,,
5,1996,2,0,natnnl,sfsddzp,,,,,,,,,
6,1996,3,0,natnnl,sfsddzp,,,,,,,,,
7,1996,4,0,natnnl,sfsddzp,,,,,,,,,
8,1997,1,0,natnnl,sfsddzp,,,,,,,,,
9,1997,2,0,natnnl,sfsddzp,,,,,,,,,
10,1997,3,0,natnnl,sfsddzp,,,,,,,,,
11,1997,4,0,natnnl,sfsddzp,,,,,,,,,
12,1998,1,0,natnnl,sfsddzp,,,,,,,,,
13,1998,2,0,natnnl,sfsddzp,,,,,,,,,
14,1998,3,0,natnnl,sfsddzp,,,,,,,,,
15,1998,4,0,natnnl,sfsddzp,,,,,,,,,
16,1999,1,0,natnnl,sfsddzp,,,,,,,,,
17,1999,2,0,natnnl,sfsddzp,,,,,,,,,
18,1999,3,0,natnnl,sfsddzp,,,,,,,,,
19,1999,4,0,natnnl,sfsddzp,,,,,,,,,
20,2000,1,0,natnnl,sfsddzp,,,,,,,,,
21,2000,2,0,natnnl,sfsddzp,,,,,,,,,
22,2000,3,0,natnnl,sfsddzp,,,,,,,,,
23,2000,4,0,natnnl,sfsddzp,,,,,,,,,
24,2001,1,0,natnnl,sfsddzp,,,,,,,,,
25,2001,2,0,natnnl,sfsddzp,,,,,,,,,
26,2001,3,0,natnnl,sfsddzp,,,,,,,,,
27,2001,4,0,natnnl,sfsddzp,,,,,,,,,
28,2002,1,0,natnnl,sfsddzp,,,,,,,,,
29,2002,2,0,natnnl,sfsddzp,,,,,,,,,
30,2002,3,0,natnnl,sfsddzp,,,,,,,,,
31,2002,4,0,natnnl,sfsddzp,,,,,,,,,
32,2003,1,0,natnnl,sfsddzp,,,,,,,,,
33,2003,2,0,natnnl,sfsddzp,,,,,,,,,
34,2003,3,0,natnnl,sfsddzp,,,,,,,,,
35,2003,4,0,natnnl,sfsddzp,,,,,,,,,
36,2004,1,0,natnnl,sfsddzp,,,,,,,,,
37,2004,2,0,natnnl,sfsddzp,,,,,,,,,
38,2004,3,0,natnnl,sfsddzp,,,,,,,,,
39,2004,4,0,natnnl,sfsddzp,,,,,,,,,
40,2005,1,0,natnnl,sfsddzp,,,,,,,,,
41,2005,2,0,natnnl,sfsddzp,,,,,,,,,
42,2005,3,0,natnnl,sfsddzp,,,,,,,,,
43,2005,4,0,natnnl,sfsddzp,,,,,,,,,
44,2006,1,0,natnnl,sfsddzp,,,,,,,,,
45,2006,2,0,natnnl,sfsddzp,,,,,,,,,
46,2006,3,0,natnnl,sfsddzp,,,,,,,,,
47,2006,4,0,natnnl,sfsddzp,,,,,,,,,
48,2007,1,0,natnnl,sfsddzp,,,,,,,,,
49,2007,2,0,natnnl,sfsddzp,,,,,,,,,
50,2007,3,0,natnnl,sfsddzp,,,,,,,,,
51,2007,4,0,natnnl,sfsddzp,,,,,,,,,
52,2008,1,0,natnnl,sfsddzp,,,,,,,,,
53,2008,2,0,natnnl,sfsddzp,,,,,,,,,
54,2008,3,0,natnnl,sfsddzp,,,,,,,,,
55,2008,4,0,natnnl,sfsddzp,,,,,,,,,
56,2009,1,0,natnnl,sfsddzp,,,,,,,,,
57,2009,2,0,natnnl,sfsddzp,,,,,,,,,
58,2009,3,0,natnnl,sfsddzp,,,,,,,,,
59,2009,4,0,natnnl,sfsddzp,,,,,,,,,
60,2010,1,0,natnnl,sfsddzp,,,,,,,,,
61,2010,2,0,natnnl,sfsddzp,,,,,,,,,
62,2010,3,0,natnnl,sfsddzp,,,,,,,,,
63,2010,4,0,natnnl,sfsddzp,,,,,,,,,
64,2011,1,0,natnnl,sfsddzp,,,,,,,,,
65,2011,2,0,natnnl,sfsddzp,,,,,,,,,
66,2011,3,0,natnnl,sfsddzp,,,,,,,,,
67,2011,4,0,natnnl,sfsddzp,,,,,,,,,
68,2012,1,0,natnnl,sfsddzp,,,,,,,,,
69,2012,2,0,natnnl,sfsddzp,,,,,,,,,
70,2012,3,0,natnnl,sfsddzp,,,,,,,,,
71,2012,4,0,natnnl,sfsddzp,,,,,,,,,
72,2013,1,0,natnnl,sfsddzp,,,,,,,,,
73,2013,2,0,natnnl,sfsddzp,,,,,,,,,
74,2013,3,0,natnnl,sfsddzp,,,,,,,,,
75,2013,4,0,natnnl,sfsddzp,,,,,,,,,
76,2014,1,0,natnnl,sfsddzp,,,,,,,,,
77,2014,2,0,natnnl,sfsddzp,,,,,,,,,
78,2014,3,0,natnnl,sfsddzp,,,,,,,,,
79,2014,4,0,natnnl,sfsddzp,,,,,,,,,
80,2015,1,0,natnnl,sfsddzp,,,,,,,,,
81,2015,2,0,natnnl,sfsddzp,,,,,,,,,
82,2015,3,0,natnnl,sfsddzp,,,,,,,,,
83,2015,4,0,natnnl,sfsddzp,,,,,,,,,
84,2016,1,0,natnnl,sfsddzp,,,,,,,,,
85,2016,2,0,natnnl,sfsddzp,,,,,,,,,
86,2016,3,0,natnnl,sfsddzp,,,,,,,,,
87,2016,4,0,natnnl,sfsddzp,,,,,,,,,
88,2017,1,0,natnnl,sfsddzp,,,,,,,,,
89,2017,2,0,natnnl,sfsddzp,,,,,,,,,
90,2017,3,0,natnnl,sfsddzp,,,,,,,,,
91,2017,4,0,natnnl,sfsddzp,,,,,,,,,
92,2018,1,0,natnnl,sfsddzp,,,,,,,,,
93,2018,2,0,natnnl,sfsddzp,,,,,,,,,
94,2018,3,0,natnnl,sfsddzp,,,,,,,,,
95,2018,4,0,natnnl,sfsddzp,,,,,,,,,
96,2019,1,0,natnnl,sfsddzp,,,,,,,,,
97,2019,2,0,natnnl,sfsddzp,,,,,,,,,
98,2019,3,0,natnnl,sfsddzp,,,,,,,,,
99,2019,4,0,natnnl,sfsddzp,,,,,,,,,
100,2020,1,0,natnnl,sfsddzp,,,,,,,,,
101,2020,2,0,natnnl,sfsddzp,,,,,,,,,
0,1995,1,0,natnnl,sfcordesp,,,,,,,,,
1,1995,2,0,natnnl,sfcordesp,,,,,,,,,
2,1995,3,0,natnnl,sfcordesp,,,,,,,,,
3,1995,4,0,natnnl,sfcordesp,,,,,,,,,
4,1996,1,0,natnnl,sfcordesp,,,,,,,,,
5,1996,2,0,natnnl,sfcordesp,,,,,,,,,
6,1996,3,0,natnnl,sfcordesp,,,,,,,,,
7,1996,4,0,natnnl,sfcordesp,,,,,,,,,
8,1997,1,0,natnnl,sfcordesp,,,,,,,,,
9,1997,2,0,natnnl,sfcordesp,,,,,,,,,
10,1997,3,0,natnnl,sfcordesp,,,,,,,,,
11,1997,4,0,natnnl,sfcordesp,,,,,,,,,
12,1998,1,0,natnnl,sfcordesp,,,,,,,,,
13,1998,2,0,natnnl,sfcordesp,,,,,,,,,
14,1998,3,0,natnnl,sfcordesp,,,,,,,,,
15,1998,4,0,natnnl,sfcordesp,,,,,,,,,
16,1999,1,0,natnnl,sfcordesp,,,,,,,,,
17,1999,2,0,natnnl,sfcordesp,,,,,,,,,
18,1999,3,0,natnnl,sfcordesp,,,,,,,,,
19,1999,4,0,natnnl,sfcordesp,,,,,,,,,
20,2000,1,0,natnnl,sfcordesp,,,,,,,,,
21,2000,2,0,natnnl,sfcordesp,,,,,,,,,
22,2000,3,0,natnnl,sfcordesp,,,,,,,,,
23,2000,4,0,natnnl,sfcordesp,,,,,,,,,
24,2001,1,0,natnnl,sfcordesp,,,,,,,,,
25,2001,2,0,natnnl,sfcordesp,,,,,,,,,
26,2001,3,0,natnnl,sfcordesp,,,,,,,,,
27,2001,4,0,natnnl,sfcordesp,,,,,,,,,
28,2002,1,0,natnnl,sfcordesp,,,,,,,,,
29,2002,2,0,natnnl,sfcordesp,,,,,,,,,
30,2002,3,0,natnnl,sfcordesp,,,,,,,,,
31,2002,4,0,natnnl,sfcordesp,,,,,,,,,
32,2003,1,0,natnnl,sfcordesp,,,,,,,,,
33,2003,2,0,natnnl,sfcordesp,,,,,,,,,
34,2003,3,0,natnnl,sfcordesp,,,,,,,,,
35,2003,4,0,natnnl,sfcordesp,,,,,,,,,
36,2004,1,0,natnnl,sfcordesp,,,,,,,,,
37,2004,2,0,natnnl,sfcordesp,,,,,,,,,
38,2004,3,0,natnnl,sfcordesp,,,,,,,,,
39,2004,4,0,natnnl,sfcordesp,,,,,,,,,
40,2005,1,0,natnnl,sfcordesp,,,,,,,,,
41,2005,2,0,natnnl,sfcordesp,,,,,,,,,
42,2005,3,0,natnnl,sfcordesp,,,,,,,,,
43,2005,4,0,natnnl,sfcordesp,,,,,,,,,
44,2006,1,0,natnnl,sfcordesp,,,,,,,,,
45,2006,2,0,natnnl,sfcordesp,,,,,,,,,
46,2006,3,0,natnnl,sfcordesp,,,,,,,,,
47,2006,4,0,natnnl,sfcordesp,,,,,,,,,
48,2007,1,0,natnnl,sfcordesp,,,,,,,,,
49,2007,2,0,natnnl,sfcordesp,,,,,,,,,
50,2007,3,0,natnnl,sfcordesp,,,,,,,,,
51,2007,4,0,natnnl,sfcordesp,,,,,,,,,
52,2008,1,0,natnnl,sfcordesp,,,,,,,,,
53,2008,2,0,natnnl,sfcordesp,,,,,,,,,
54,2008,3,0,natnnl,sfcordesp,,,,,,,,,
55,2008,4,0,natnnl,sfcordesp,,,,,,,,,
56,2009,1,0,natnnl,sfcordesp,,,,,,,,,
57,2009,2,0,natnnl,sfcordesp,,,,,,,,,
58,2009,3,0,natnnl,sfcordesp,,,,,,,,,
59,2009,4,0,natnnl,sfcordesp,,,,,,,,,
60,2010,1,0,natnnl,sfcordesp,,,,,,,,,
61,2010,2,0,natnnl,sfcordesp,,,,,,,,,
62,2010,3,0,natnnl,sfcordesp,,,,,,,,,
63,2010,4,0,natnnl,sfcordesp,,,,,,,,,
64,2011,1,0,natnnl,sfcordesp,,,,,,,,,
65,2011,2,0,natnnl,sfcordesp,,,,,,,,,
66,2011,3,0,natnnl,sfcordesp,,,,,,,,,
67,2011,4,0,natnnl,sfcordesp,,,,,,,,,
68,2012,1,0,natnnl,sfcordesp,,,,,,,,,
69,2012,2,0,natnnl,sfcordesp,,,,,,,,,
70,2012,3,0,natnnl,sfcordesp,,,,,,,,,
71,2012,4,0,natnnl,sfcordesp,,,,,,,,,
72,2013,1,0,natnnl,sfcordesp,,,,,,,,,
73,2013,2,0,natnnl,sfcordesp,,,,,,,,,
74,2013,3,0,natnnl,sfcordesp,,,,,,,,,
75,2013,4,0,natnnl,sfcordesp,,,,,,,,,
76,2014,1,0,natnnl,sfcordesp,,,,,,,,,
77,2014,2,0,natnnl,sfcordesp,,,,,,,,,
78,2014,3,0,natnnl,sfcordesp,,,,,,,,,
79,2014,4,0,natnnl,sfcordesp,,,,,,,,,
80,2015,1,0,natnnl,sfcordesp,,,,,,,,,
81,2015,2,0,natnnl,sfcordesp,,,,,,,,,
82,2015,3,0,natnnl,sfcordesp,,,,,,,,,
83,2015,4,0,natnnl,sfcordesp,,,,,,,,,
84,2016,1,0,natnnl,sfcordesp,,,,,,,,,
85,2016,2,0,natnnl,sfcordesp,,,,,,,,,
86,2016,3,0,natnnl,sfcordesp,,,,,,,,,
87,2016,4,0,natnnl,sfcordesp,,,,,,,,,
88,2017,1,0,natnnl,sfcordesp,,,,,,,,,
89,2017,2,0,natnnl,sfcordesp,,,,,,,,,
90,2017,3,0,natnnl,sfcordesp,,,,,,,,,
91,2017,4,0,natnnl,sfcordesp,,,,,,,,,
92,2018,1,0,natnnl,sfcordesp,,,,,,,,,
93,2018,2,0,natnnl,sfcordesp,,,,,,,,,
94,2018,3,0,natnnl,sfcordesp,,,,,,,,,
95,2018,4,0,natnnl,sfcordesp,,,,,,,,,
96,2019,1,0,natnnl,sfcordesp,,,,,,,,,
97,2019,2,0,natnnl,sfcordesp,,,,,,,,,
98,2019,3,0,natnnl,sfcordesp,,,,,,,,,
99,2019,4,0,natnnl,sfcordesp,,,,,,,,,
100,2020,1,0,natnnl,sfcordesp,,,,,,,,,
101,2020,2,0,natnnl,sfcordesp,,,,,,,,,
0,1995,1,0,natnnl,sfelpaisp,,,,,,,,,
1,1995,2,0,natnnl,sfelpaisp,,,,,,,,,
2,1995,3,0,natnnl,sfelpaisp,,,,,,,,,
3,1995,4,0,natnnl,sfelpaisp,,,,,,,,,
4,1996,1,0,natnnl,sfelpaisp,,,,,,,,,
5,1996,2,0,natnnl,sfelpaisp,,,,,,,,,
6,1996,3,0,natnnl,sfelpaisp,,,,,,,,,
7,1996,4,0,natnnl,sfelpaisp,,,,,,,,,
8,1997,1,0,natnnl,sfelpaisp,,,,,,,,,
9,1997,2,0,natnnl,sfelpaisp,,,,,,,,,
10,1997,3,0,natnnl,sfelpaisp,,,,,,,,,
11,1997,4,0,natnnl,sfelpaisp,,,,,,,,,
12,1998,1,0,natnnl,sfelpaisp,,,,,,,,,
13,1998,2,0,natnnl,sfelpaisp,,,,,,,,,
14,1998,3,0,natnnl,sfelpaisp,,,,,,,,,
15,1998,4,0,natnnl,sfelpaisp,,,,,,,,,
16,1999,1,0,natnnl,sfelpaisp,,,,,,,,,
17,1999,2,0,natnnl,sfelpaisp,,,,,,,,,
18,1999,3,0,natnnl,sfelpaisp,,,,,,,,,
19,1999,4,0,natnnl,sfelpaisp,,,,,,,,,
20,2000,1,0,natnnl,sfelpaisp,,,,,,,,,
21,2000,2,0,natnnl,sfelpaisp,,,,,,,,,
22,2000,3,0,natnnl,sfelpaisp,,,,,,,,,
23,2000,4,0,natnnl,sfelpaisp,,,,,,,,,
24,2001,1,0,natnnl,sfelpaisp,,,,,,,,,
25,2001,2,0,natnnl,sfelpaisp,,,,,,,,,
26,2001,3,0,natnnl,sfelpaisp,,,,,,,,,
27,2001,4,0,natnnl,sfelpaisp,,,,,,,,,
28,2002,1,0,natnnl,sfelpaisp,,,,,,,,,
29,2002,2,0,natnnl,sfelpaisp,,,,,,,,,
30,2002,3,0,natnnl,sfelpaisp,,,,,,,,,
31,2002,4,0,natnnl,sfelpaisp,,,,,,,,,
32,2003,1,0,natnnl,sfelpaisp,,,,,,,,,
33,2003,2,0,natnnl,sfelpaisp,,,,,,,,,
34,2003,3,0,natnnl,sfelpaisp,,,,,,,,,
35,2003,4,0,natnnl,sfelpaisp,,,,,,,,,
36,2004,1,0,natnnl,sfelpaisp,,,,,,,,,
37,2004,2,0,natnnl,sfelpaisp,,,,,,,,,
38,2004,3,0,natnnl,sfelpaisp,,,,,,,,,
39,2004,4,0,natnnl,sfelpaisp,,,,,,,,,
40,2005,1,0,natnnl,sfelpaisp,,,,,,,,,
41,2005,2,0,natnnl,sfelpaisp,,,,,,,,,
42,2005,3,0,natnnl,sfelpaisp,,,,,,,,,
43,2005,4,0,natnnl,sfelpaisp,,,,,,,,,
44,2006,1,0,natnnl,sfelpaisp,,,,,,,,,
45,2006,2,0,natnnl,sfelpaisp,,,,,,,,,
46,2006,3,0,natnnl,sfelpaisp,,,,,,,,,
47,2006,4,0,natnnl,sfelpaisp,,,,,,,,,
48,2007,1,0,natnnl,sfelpaisp,,,,,,,,,
49,2007,2,0,natnnl,sfelpaisp,,,,,,,,,
50,2007,3,0,natnnl,sfelpaisp,,,,,,,,,
51,2007,4,0,natnnl,sfelpaisp,,,,,,,,,
52,2008,1,0,natnnl,sfelpaisp,,,,,,,,,
53,2008,2,0,natnnl,sfelpaisp,,,,,,,,,
54,2008,3,0,natnnl,sfelpaisp,,,,,,,,,
55,2008,4,0,natnnl,sfelpaisp,,,,,,,,,
56,2009,1,0,natnnl,sfelpaisp,,,,,,,,,
57,2009,2,0,natnnl,sfelpaisp,,,,,,,,,
58,2009,3,0,natnnl,sfelpaisp,,,,,,,,,
59,2009,4,0,natnnl,sfelpaisp,,,,,,,,,
60,2010,1,0,natnnl,sfelpaisp,,,,,,,,,
61,2010,2,0,natnnl,sfelpaisp,,,,,,,,,
62,2010,3,0,natnnl,sfelpaisp,,,,,,,,,
63,2010,4,0,natnnl,sfelpaisp,,,,,,,,,
64,2011,1,0,natnnl,sfelpaisp,,,,,,,,,
65,2011,2,0,natnnl,sfelpaisp,,,,,,,,,
66,2011,3,0,natnnl,sfelpaisp,,,,,,,,,
67,2011,4,0,natnnl,sfelpaisp,,,,,,,,,
68,2012,1,0,natnnl,sfelpaisp,,,,,,,,,
69,2012,2,0,natnnl,sfelpaisp,,,,,,,,,
70,2012,3,0,natnnl,sfelpaisp,,,,,,,,,
71,2012,4,0,natnnl,sfelpaisp,,,,,,,,,
72,2013,1,0,natnnl,sfelpaisp,,,,,,,,,
73,2013,2,0,natnnl,sfelpaisp,,,,,,,,,
74,2013,3,0,natnnl,sfelpaisp,,,,,,,,,
75,2013,4,0,natnnl,sfelpaisp,,,,,,,,,
76,2014,1,0,natnnl,sfelpaisp,,,,,,,,,
77,2014,2,0,natnnl,sfelpaisp,,,,,,,,,
78,2014,3,0,natnnl,sfelpaisp,,,,,,,,,
79,2014,4,0,natnnl,sfelpaisp,,,,,,,,,
80,2015,1,0,natnnl,sfelpaisp,,,,,,,,,
81,2015,2,0,natnnl,sfelpaisp,,,,,,,,,
82,2015,3,0,natnnl,sfelpaisp,,,,,,,,,
83,2015,4,0,natnnl,sfelpaisp,,,,,,,,,
84,2016,1,0,natnnl,sfelpaisp,,,,,,,,,
85,2016,2,0,natnnl,sfelpaisp,,,,,,,,,
86,2016,3,0,natnnl,sfelpaisp,,,,,,,,,
87,2016,4,0,natnnl,sfelpaisp,,,,,,,,,
88,2017,1,0,natnnl,sfelpaisp,,,,,,,,,
89,2017,2,0,natnnl,sfelpaisp,,,,,,,,,
90,2017,3,0,natnnl,sfelpaisp,,,,,,,,,
91,2017,4,0,natnnl,sfelpaisp,,,,,,,,,
92,2018,1,0,natnnl,sfelpaisp,,,,,,,,,
93,2018,2,0,natnnl,sfelpaisp,,,,,,,,,
94,2018,3,0,natnnl,sfelpaisp,,,,,,,,,
95,2018,4,0,natnnl,sfelpaisp,,,,,,,,,
96,2019,1,0,natnnl,sfelpaisp,,,,,,,,,
97,2019,2,0,natnnl,sfelpaisp,,,,,,,,,
98,2019,3,0,natnnl,sfelpaisp,,,,,,,,,
99,2019,4,0,natnnl,sfelpaisp,,,,,,,,,
100,2020,1,0,natnnl,sfelpaisp,,,,,,,,,
101,2020,2,0,natnnl,sfelpaisp,,,,,,,,,
0,1995,1,0,natnnl,sffigarop,,,,,,,,,
1,1995,2,0,natnnl,sffigarop,,,,,,,,,
2,1995,3,0,natnnl,sffigarop,,,,,,,,,
3,1995,4,0,natnnl,sffigarop,,,,,,,,,
4,1996,1,0,natnnl,sffigarop,,,,,,,,,
5,1996,2,0,natnnl,sffigarop,,,,,,,,,
6,1996,3,0,natnnl,sffigarop,,,,,,,,,
7,1996,4,0,natnnl,sffigarop,,,,,,,,,
8,1997,1,0,natnnl,sffigarop,,,,,,,,,
9,1997,2,0,natnnl,sffigarop,,,,,,,,,
10,1997,3,0,natnnl,sffigarop,,,,,,,,,
11,1997,4,0,natnnl,sffigarop,,,,,,,,,
12,1998,1,0,natnnl,sffigarop,,,,,,,,,
13,1998,2,0,natnnl,sffigarop,,,,,,,,,
14,1998,3,0,natnnl,sffigarop,,,,,,,,,
15,1998,4,0,natnnl,sffigarop,,,,,,,,,
16,1999,1,0,natnnl,sffigarop,,,,,,,,,
17,1999,2,0,natnnl,sffigarop,,,,,,,,,
18,1999,3,0,natnnl,sffigarop,,,,,,,,,
19,1999,4,0,natnnl,sffigarop,,,,,,,,,
20,2000,1,0,natnnl,sffigarop,,,,,,,,,
21,2000,2,0,natnnl,sffigarop,,,,,,,,,
22,2000,3,0,natnnl,sffigarop,,,,,,,,,
23,2000,4,0,natnnl,sffigarop,,,,,,,,,
24,2001,1,0,natnnl,sffigarop,,,,,,,,,
25,2001,2,0,natnnl,sffigarop,,,,,,,,,
26,2001,3,0,natnnl,sffigarop,,,,,,,,,
27,2001,4,0,natnnl,sffigarop,,,,,,,,,
28,2002,1,0,natnnl,sffigarop,,,,,,,,,
29,2002,2,0,natnnl,sffigarop,,,,,,,,,
30,2002,3,0,natnnl,sffigarop,,,,,,,,,
31,2002,4,0,natnnl,sffigarop,,,,,,,,,
32,2003,1,0,natnnl,sffigarop,,,,,,,,,
33,2003,2,0,natnnl,sffigarop,,,,,,,,,
34,2003,3,0,natnnl,sffigarop,,,,,,,,,
35,2003,4,0,natnnl,sffigarop,,,,,,,,,
36,2004,1,0,natnnl,sffigarop,,,,,,,,,
37,2004,2,0,natnnl,sffigarop,,,,,,,,,
38,2004,3,0,natnnl,sffigarop,,,,,,,,,
39,2004,4,0,natnnl,sffigarop,,,,,,,,,
40,2005,1,0,natnnl,sffigarop,,,,,,,,,
41,2005,2,0,natnnl,sffigarop,,,,,,,,,
42,2005,3,0,natnnl,sffigarop,,,,,,,,,
43,2005,4,0,natnnl,sffigarop,,,,,,,,,
44,2006,1,0,natnnl,sffigarop,,,,,,,,,
45,2006,2,0,natnnl,sffigarop,,,,,,,,,
46,2006,3,0,natnnl,sffigarop,,,,,,,,,
47,2006,4,0,natnnl,sffigarop,,,,,,,,,
48,2007,1,0,natnnl,sffigarop,,,,,,,,,
49,2007,2,0,natnnl,sffigarop,,,,,,,,,
50,2007,3,0,natnnl,sffigarop,,,,,,,,,
51,2007,4,0,natnnl,sffigarop,,,,,,,,,
52,2008,1,0,natnnl,sffigarop,,,,,,,,,
53,2008,2,0,natnnl,sffigarop,,,,,,,,,
54,2008,3,0,natnnl,sffigarop,,,,,,,,,
55,2008,4,0,natnnl,sffigarop,,,,,,,,,
56,2009,1,0,natnnl,sffigarop,,,,,,,,,
57,2009,2,0,natnnl,sffigarop,,,,,,,,,
58,2009,3,0,natnnl,sffigarop,,,,,,,,,
59,2009,4,0,natnnl,sffigarop,,,,,,,,,
60,2010,1,0,natnnl,sffigarop,,,,,,,,,
61,2010,2,0,natnnl,sffigarop,,,,,,,,,
62,2010,3,0,natnnl,sffigarop,,,,,,,,,
63,2010,4,0,natnnl,sffigarop,,,,,,,,,
64,2011,1,0,natnnl,sffigarop,,,,,,,,,
65,2011,2,0,natnnl,sffigarop,,,,,,,,,
66,2011,3,0,natnnl,sffigarop,,,,,,,,,
67,2011,4,0,natnnl,sffigarop,,,,,,,,,
68,2012,1,0,natnnl,sffigarop,,,,,,,,,
69,2012,2,0,natnnl,sffigarop,,,,,,,,,
70,2012,3,0,natnnl,sffigarop,,,,,,,,,
71,2012,4,0,natnnl,sffigarop,,,,,,,,,
72,2013,1,0,natnnl,sffigarop,,,,,,,,,
73,2013,2,0,natnnl,sffigarop,,,,,,,,,
74,2013,3,0,natnnl,sffigarop,,,,,,,,,
75,2013,4,0,natnnl,sffigarop,,,,,,,,,
76,2014,1,0,natnnl,sffigarop,,,,,,,,,
77,2014,2,0,natnnl,sffigarop,,,,,,,,,
78,2014,3,0,natnnl,sffigarop,,,,,,,,,
79,2014,4,0,natnnl,sffigarop,,,,,,,,,
80,2015,1,0,natnnl,sffigarop,,,,,,,,,
81,2015,2,0,natnnl,sffigarop,,,,,,,,,
82,2015,3,0,natnnl,sffigarop,,,,,,,,,
83,2015,4,0,natnnl,sffigarop,,,,,,,,,
84,2016,1,0,natnnl,sffigarop,,,,,,,,,
85,2016,2,0,natnnl,sffigarop,,,,,,,,,
86,2016,3,0,natnnl,sffigarop,,,,,,,,,
87,2016,4,0,natnnl,sffigarop,,,,,,,,,
88,2017,1,0,natnnl,sffigarop,,,,,,,,,
89,2017,2,0,natnnl,sffigarop,,,,,,,,,
90,2017,3,0,natnnl,sffigarop,,,,,,,,,
91,2017,4,0,natnnl,sffigarop,,,,,,,,,
92,2018,1,0,natnnl,sffigarop,,,,,,,,,
93,2018,2,0,natnnl,sffigarop,,,,,,,,,
94,2018,3,0,natnnl,sffigarop,,,,,,,,,
95,2018,4,0,natnnl,sffigarop,,,,,,,,,
96,2019,1,0,natnnl,sffigarop,,,,,,,,,
97,2019,2,0,natnnl,sffigarop,,,,,,,,,
98,2019,3,0,natnnl,sffigarop,,,,,,,,,
99,2019,4,0,natnnl,sffigarop,,,,,,,,,
100,2020,1,0,natnnl,sffigarop,,,,,,,,,
101,2020,2,0,natnnl,sffigarop,,,,,,,,,
0,1995,1,0,natnnl,sfmaip,,,,,,,,,
1,1995,2,0,natnnl,sfmaip,,,,,,,,,
2,1995,3,0,natnnl,sfmaip,,,,,,,,,
3,1995,4,0,natnnl,sfmaip,,,,,,,,,
4,1996,1,0,natnnl,sfmaip,,,,,,,,,
5,1996,2,0,natnnl,sfmaip,,,,,,,,,
6,1996,3,0,natnnl,sfmaip,,,,,,,,,
7,1996,4,0,natnnl,sfmaip,,,,,,,,,
8,1997,1,0,natnnl,sfmaip,,,,,,,,,
9,1997,2,0,natnnl,sfmaip,,,,,,,,,
10,1997,3,0,natnnl,sfmaip,,,,,,,,,
11,1997,4,0,natnnl,sfmaip,,,,,,,,,
12,1998,1,0,natnnl,sfmaip,,,,,,,,,
13,1998,2,0,natnnl,sfmaip,,,,,,,,,
14,1998,3,0,natnnl,sfmaip,,,,,,,,,
15,1998,4,0,natnnl,sfmaip,,,,,,,,,
16,1999,1,0,natnnl,sfmaip,,,,,,,,,
17,1999,2,0,natnnl,sfmaip,,,,,,,,,
18,1999,3,0,natnnl,sfmaip,,,,,,,,,
19,1999,4,0,natnnl,sfmaip,,,,,,,,,
20,2000,1,0,natnnl,sfmaip,,,,,,,,,
21,2000,2,0,natnnl,sfmaip,,,,,,,,,
22,2000,3,0,natnnl,sfmaip,,,,,,,,,
23,2000,4,0,natnnl,sfmaip,,,,,,,,,
24,2001,1,0,natnnl,sfmaip,,,,,,,,,
25,2001,2,0,natnnl,sfmaip,,,,,,,,,
26,2001,3,0,natnnl,sfmaip,,,,,,,,,
27,2001,4,0,natnnl,sfmaip,,,,,,,,,
28,2002,1,0,natnnl,sfmaip,,,,,,,,,
29,2002,2,0,natnnl,sfmaip,,,,,,,,,
30,2002,3,0,natnnl,sfmaip,,,,,,,,,
31,2002,4,0,natnnl,sfmaip,,,,,,,,,
32,2003,1,0,natnnl,sfmaip,,,,,,,,,
33,2003,2,0,natnnl,sfmaip,,,,,,,,,
